D499  F0 04     BEQ A:00 X:55 Y:AA P:67 SP:FB PPU:227
D49F  A9 7F     LDA A:00 X:55 Y:AA P:67 SP:FB PPU:236
D4A1  85 78     STA A:7F X:55 Y:AA P:65 SP:FB PPU:242
D4A3  B8        CLV A:7F X:55 Y:AA P:65 SP:FB PPU:251
D4A4  18        CLC A:7F X:55 Y:AA P:25 SP:FB PPU:257
D4A5  E6 78     INC A:7F X:55 Y:AA P:24 SP:FB PPU:263
D4A7  F0 0C     BEQ A:7F X:55 Y:AA P:A4 SP:FB PPU:278
D4A9  10 0A     BPL A:7F X:55 Y:AA P:A4 SP:FB PPU:284
D4AB  70 08     BVS A:7F X:55 Y:AA P:A4 SP:FB PPU:290
D4AD  B0 06     BCS A:7F X:55 Y:AA P:A4 SP:FB PPU:296
D4AF  A5 78     LDA A:7F X:55 Y:AA P:A4 SP:FB PPU:302
D4B1  C9 80     CMP A:80 X:55 Y:AA P:A4 SP:FB PPU:311
D4B3  F0 04     BEQ A:80 X:55 Y:AA P:27 SP:FB PPU:317
D4B9  A9 00     LDA A:80 X:55 Y:AA P:27 SP:FB PPU:326
D4BB  85 78     STA A:00 X:55 Y:AA P:27 SP:FB PPU:332
D4BD  24 01     BIT A:00 X:55 Y:AA P:27 SP:FB PPU:  0
D4BF  38        SEC A:00 X:55 Y:AA P:E7 SP:FB PPU:  9
D4C0  C6 78     DEC A:00 X:55 Y:AA P:E7 SP:FB PPU: 15
D4C2  F0 0C     BEQ A:00 X:55 Y:AA P:E5 SP:FB PPU: 30
D4C4  10 0A     BPL A:00 X:55 Y:AA P:E5 SP:FB PPU: 36
D4C6  50 08     BVC A:00 X:55 Y:AA P:E5 SP:FB PPU: 42
D4C8  90 06     BCC A:00 X:55 Y:AA P:E5 SP:FB PPU: 48
D4CA  A5 78     LDA A:00 X:55 Y:AA P:E5 SP:FB PPU: 54
D4CC  C9 FF     CMP A:FF X:55 Y:AA P:E5 SP:FB PPU: 63
D4CE  F0 04     BEQ A:FF X:55 Y:AA P:67 SP:FB PPU: 69
D4D4  A9 80     LDA A:FF X:55 Y:AA P:67 SP:FB PPU: 78
D4D6  85 78     STA A:80 X:55 Y:AA P:E5 SP:FB PPU: 84
D4D8  B8        CLV A:80 X:55 Y:AA P:E5 SP:FB PPU: 93
D4D9  18        CLC A:80 X:55 Y:AA P:A5 SP:FB PPU: 99
D4DA  C6 78     DEC A:80 X:55 Y:AA P:A4 SP:FB PPU:105
D4DC  F0 0C     BEQ A:80 X:55 Y:AA P:24 SP:FB PPU:120
D4DE  30 0A     BMI A:80 X:55 Y:AA P:24 SP:FB PPU:126
D4E0  70 08     BVS A:80 X:55 Y:AA P:24 SP:FB PPU:132
D4E2  B0 06     BCS A:80 X:55 Y:AA P:24 SP:FB PPU:138
D4E4  A5 78     LDA A:80 X:55 Y:AA P:24 SP:FB PPU:144
D4E6  C9 7F     CMP A:7F X:55 Y:AA P:24 SP:FB PPU:153
D4E8  F0 04     BEQ A:7F X:55 Y:AA P:27 SP:FB PPU:159
D4EE  A9 01     LDA A:7F X:55 Y:AA P:27 SP:FB PPU:168
D4F0  85 78     STA A:01 X:55 Y:AA P:25 SP:FB PPU:174
D4F2  C6 78     DEC A:01 X:55 Y:AA P:25 SP:FB PPU:183
D4F4  F0 04     BEQ A:01 X:55 Y:AA P:27 SP:FB PPU:198
D4FA  60        RTS A:01 X:55 Y:AA P:27 SP:FB PPU:207
C615  20 FB D4  JSR A:01 X:55 Y:AA P:27 SP:FD PPU:225
D4FB  A9 55     LDA A:01 X:55 Y:AA P:27 SP:FB PPU:243
D4FD  8D 78 06  STA A:55 X:55 Y:AA P:25 SP:FB PPU:249
D500  A9 FF     LDA A:55 X:55 Y:AA P:25 SP:FB PPU:261
D502  85 01     STA A:FF X:55 Y:AA P:A5 SP:FB PPU:267
D504  24 01     BIT A:FF X:55 Y:AA P:A5 SP:FB PPU:276
D506  A0 11     LDY A:FF X:55 Y:AA P:E5 SP:FB PPU:285
D508  A2 23     LDX A:FF X:55 Y:11 P:65 SP:FB PPU:291
D50A  A9 00     LDA A:FF X:23 Y:11 P:65 SP:FB PPU:297
D50C  AD 78 06  LDA A:00 X:23 Y:11 P:67 SP:FB PPU:303
D50F  F0 10     BEQ A:55 X:23 Y:11 P:65 SP:FB PPU:315
D511  30 0E     BMI A:55 X:23 Y:11 P:65 SP:FB PPU:321
D513  C9 55     CMP A:55 X:23 Y:11 P:65 SP:FB PPU:327
D515  D0 0A     BNE A:55 X:23 Y:11 P:67 SP:FB PPU:333
D517  C0 11     CPY A:55 X:23 Y:11 P:67 SP:FB PPU:339
D519  D0 06     BNE A:55 X:23 Y:11 P:67 SP:FB PPU:  4
D51B  E0 23     CPX A:55 X:23 Y:11 P:67 SP:FB PPU: 10
D51D  50 02     BVC A:55 X:23 Y:11 P:67 SP:FB PPU: 16
D51F  F0 04     BEQ A:55 X:23 Y:11 P:67 SP:FB PPU: 22
D525  A9 46     LDA A:55 X:23 Y:11 P:67 SP:FB PPU: 31
D527  24 01     BIT A:46 X:23 Y:11 P:65 SP:FB PPU: 37
D529  8D 78 06  STA A:46 X:23 Y:11 P:E5 SP:FB PPU: 46
D52C  F0 0B     BEQ A:46 X:23 Y:11 P:E5 SP:FB PPU: 58
D52E  10 09     BPL A:46 X:23 Y:11 P:E5 SP:FB PPU: 64
D530  50 07     BVC A:46 X:23 Y:11 P:E5 SP:FB PPU: 70
D532  AD 78 06  LDA A:46 X:23 Y:11 P:E5 SP:FB PPU: 76
D535  C9 46     CMP A:46 X:23 Y:11 P:65 SP:FB PPU: 88
D537  F0 04     BEQ A:46 X:23 Y:11 P:67 SP:FB PPU: 94
D53D  A9 55     LDA A:46 X:23 Y:11 P:67 SP:FB PPU:103
D53F  8D 78 06  STA A:55 X:23 Y:11 P:65 SP:FB PPU:109
D542  24 01     BIT A:55 X:23 Y:11 P:65 SP:FB PPU:121
D544  A9 11     LDA A:55 X:23 Y:11 P:E5 SP:FB PPU:130
D546  A2 23     LDX A:11 X:23 Y:11 P:65 SP:FB PPU:136
D548  A0 00     LDY A:11 X:23 Y:11 P:65 SP:FB PPU:142
D54A  AC 78 06  LDY A:11 X:23 Y:00 P:67 SP:FB PPU:148
D54D  F0 10     BEQ A:11 X:23 Y:55 P:65 SP:FB PPU:160
D54F  30 0E     BMI A:11 X:23 Y:55 P:65 SP:FB PPU:166
D551  C0 55     CPY A:11 X:23 Y:55 P:65 SP:FB PPU:172
D553  D0 0A     BNE A:11 X:23 Y:55 P:67 SP:FB PPU:178
D555  C9 11     CMP A:11 X:23 Y:55 P:67 SP:FB PPU:184
D557  D0 06     BNE A:11 X:23 Y:55 P:67 SP:FB PPU:190
D559  E0 23     CPX A:11 X:23 Y:55 P:67 SP:FB PPU:196
D55B  50 02     BVC A:11 X:23 Y:55 P:67 SP:FB PPU:202
D55D  F0 04     BEQ A:11 X:23 Y:55 P:67 SP:FB PPU:208
D563  A0 46     LDY A:11 X:23 Y:55 P:67 SP:FB PPU:217
D565  24 01     BIT A:11 X:23 Y:46 P:65 SP:FB PPU:223
D567  8C 78 06  STY A:11 X:23 Y:46 P:E5 SP:FB PPU:232
D56A  F0 0B     BEQ A:11 X:23 Y:46 P:E5 SP:FB PPU:244
D56C  10 09     BPL A:11 X:23 Y:46 P:E5 SP:FB PPU:250
D56E  50 07     BVC A:11 X:23 Y:46 P:E5 SP:FB PPU:256
D570  AC 78 06  LDY A:11 X:23 Y:46 P:E5 SP:FB PPU:262
D573  C0 46     CPY A:11 X:23 Y:46 P:65 SP:FB PPU:274
D575  F0 04     BEQ A:11 X:23 Y:46 P:67 SP:FB PPU:280
D57B  24 01     BIT A:11 X:23 Y:46 P:67 SP:FB PPU:289
D57D  A9 55     LDA A:11 X:23 Y:46 P:E5 SP:FB PPU:298
D57F  8D 78 06  STA A:55 X:23 Y:46 P:65 SP:FB PPU:304
D582  A0 11     LDY A:55 X:23 Y:46 P:65 SP:FB PPU:316
D584  A9 23     LDA A:55 X:23 Y:11 P:65 SP:FB PPU:322
D586  A2 00     LDX A:23 X:23 Y:11 P:65 SP:FB PPU:328
D588  AE 78 06  LDX A:23 X:00 Y:11 P:67 SP:FB PPU:334
D58B  F0 10     BEQ A:23 X:55 Y:11 P:65 SP:FB PPU:  5
D58D  30 0E     BMI A:23 X:55 Y:11 P:65 SP:FB PPU: 11
D58F  E0 55     CPX A:23 X:55 Y:11 P:65 SP:FB PPU: 17
D591  D0 0A     BNE A:23 X:55 Y:11 P:67 SP:FB PPU: 23
D593  C0 11     CPY A:23 X:55 Y:11 P:67 SP:FB PPU: 29
D595  D0 06     BNE A:23 X:55 Y:11 P:67 SP:FB PPU: 35
D597  C9 23     CMP A:23 X:55 Y:11 P:67 SP:FB PPU: 41
D599  50 02     BVC A:23 X:55 Y:11 P:67 SP:FB PPU: 47
D59B  F0 04     BEQ A:23 X:55 Y:11 P:67 SP:FB PPU: 53
D5A1  A2 46     LDX A:23 X:55 Y:11 P:67 SP:FB PPU: 62
D5A3  24 01     BIT A:23 X:46 Y:11 P:65 SP:FB PPU: 68
D5A5  8E 78 06  STX A:23 X:46 Y:11 P:E5 SP:FB PPU: 77
D5A8  F0 0B     BEQ A:23 X:46 Y:11 P:E5 SP:FB PPU: 89
D5AA  10 09     BPL A:23 X:46 Y:11 P:E5 SP:FB PPU: 95
D5AC  50 07     BVC A:23 X:46 Y:11 P:E5 SP:FB PPU:101
D5AE  AE 78 06  LDX A:23 X:46 Y:11 P:E5 SP:FB PPU:107
D5B1  E0 46     CPX A:23 X:46 Y:11 P:65 SP:FB PPU:119
D5B3  F0 04     BEQ A:23 X:46 Y:11 P:67 SP:FB PPU:125
D5B9  A9 C0     LDA A:23 X:46 Y:11 P:67 SP:FB PPU:134
D5BB  8D 78 06  STA A:C0 X:46 Y:11 P:E5 SP:FB PPU:140
D5BE  A2 33     LDX A:C0 X:46 Y:11 P:E5 SP:FB PPU:152
D5C0  A0 88     LDY A:C0 X:33 Y:11 P:65 SP:FB PPU:158
D5C2  A9 05     LDA A:C0 X:33 Y:88 P:E5 SP:FB PPU:164
D5C4  2C 78 06  BIT A:05 X:33 Y:88 P:65 SP:FB PPU:170
D5C7  10 10     BPL A:05 X:33 Y:88 P:E7 SP:FB PPU:182
D5C9  50 0E     BVC A:05 X:33 Y:88 P:E7 SP:FB PPU:188
D5CB  D0 0C     BNE A:05 X:33 Y:88 P:E7 SP:FB PPU:194
D5CD  C9 05     CMP A:05 X:33 Y:88 P:E7 SP:FB PPU:200
D5CF  D0 08     BNE A:05 X:33 Y:88 P:67 SP:FB PPU:206
D5D1  E0 33     CPX A:05 X:33 Y:88 P:67 SP:FB PPU:212
D5D3  D0 04     BNE A:05 X:33 Y:88 P:67 SP:FB PPU:218
D5D5  C0 88     CPY A:05 X:33 Y:88 P:67 SP:FB PPU:224
D5D7  F0 04     BEQ A:05 X:33 Y:88 P:67 SP:FB PPU:230
D5DD  A9 03     LDA A:05 X:33 Y:88 P:67 SP:FB PPU:239
D5DF  8D 78 06  STA A:03 X:33 Y:88 P:65 SP:FB PPU:245
D5E2  A9 01     LDA A:03 X:33 Y:88 P:65 SP:FB PPU:257
D5E4  2C 78 06  BIT A:01 X:33 Y:88 P:65 SP:FB PPU:263
D5E7  30 08     BMI A:01 X:33 Y:88 P:25 SP:FB PPU:275
D5E9  70 06     BVS A:01 X:33 Y:88 P:25 SP:FB PPU:281
D5EB  F0 04     BEQ A:01 X:33 Y:88 P:25 SP:FB PPU:287
D5ED  C9 01     CMP A:01 X:33 Y:88 P:25 SP:FB PPU:293
D5EF  F0 04     BEQ A:01 X:33 Y:88 P:27 SP:FB PPU:299
D5F5  A0 B8     LDY A:01 X:33 Y:88 P:27 SP:FB PPU:308
D5F7  A9 AA     LDA A:01 X:33 Y:B8 P:A5 SP:FB PPU:314
D5F9  8D 78 06  STA A:AA X:33 Y:B8 P:A5 SP:FB PPU:320
D5FC  20 B6 F7  JSR A:AA X:33 Y:B8 P:A5 SP:FB PPU:332
F7B6  18        CLC A:AA X:33 Y:B8 P:A5 SP:F9 PPU:  9
F7B7  A9 FF     LDA A:AA X:33 Y:B8 P:A4 SP:F9 PPU: 15
F7B9  85 01     STA A:FF X:33 Y:B8 P:A4 SP:F9 PPU: 21
F7BB  24 01     BIT A:FF X:33 Y:B8 P:A4 SP:F9 PPU: 30
F7BD  A9 55     LDA A:FF X:33 Y:B8 P:E4 SP:F9 PPU: 39
F7BF  60        RTS A:55 X:33 Y:B8 P:64 SP:F9 PPU: 45
D5FF  0D 78 06  ORA A:55 X:33 Y:B8 P:64 SP:FB PPU: 63
D602  20 C0 F7  JSR A:FF X:33 Y:B8 P:E4 SP:FB PPU: 75
F7C0  B0 09     BCS A:FF X:33 Y:B8 P:E4 SP:F9 PPU: 93
F7C2  10 07     BPL A:FF X:33 Y:B8 P:E4 SP:F9 PPU: 99
F7C4  C9 FF     CMP A:FF X:33 Y:B8 P:E4 SP:F9 PPU:105
F7C6  D0 03     BNE A:FF X:33 Y:B8 P:67 SP:F9 PPU:111
F7C8  50 01     BVC A:FF X:33 Y:B8 P:67 SP:F9 PPU:117
F7CA  60        RTS A:FF X:33 Y:B8 P:67 SP:F9 PPU:123
D605  C8        INY A:FF X:33 Y:B8 P:67 SP:FB PPU:141
D606  A9 00     LDA A:FF X:33 Y:B9 P:E5 SP:FB PPU:147
D608  8D 78 06  STA A:00 X:33 Y:B9 P:67 SP:FB PPU:153
D60B  20 CE F7  JSR A:00 X:33 Y:B9 P:67 SP:FB PPU:165
F7CE  38        SEC A:00 X:33 Y:B9 P:67 SP:F9 PPU:183
F7CF  B8        CLV A:00 X:33 Y:B9 P:67 SP:F9 PPU:189
F7D0  A9 00     LDA A:00 X:33 Y:B9 P:27 SP:F9 PPU:195
F7D2  60        RTS A:00 X:33 Y:B9 P:27 SP:F9 PPU:201
D60E  0D 78 06  ORA A:00 X:33 Y:B9 P:27 SP:FB PPU:219
D611  20 D3 F7  JSR A:00 X:33 Y:B9 P:27 SP:FB PPU:231
F7D3  D0 07     BNE A:00 X:33 Y:B9 P:27 SP:F9 PPU:249
F7D5  70 05     BVS A:00 X:33 Y:B9 P:27 SP:F9 PPU:255
F7D7  90 03     BCC A:00 X:33 Y:B9 P:27 SP:F9 PPU:261
F7D9  30 01     BMI A:00 X:33 Y:B9 P:27 SP:F9 PPU:267
F7DB  60        RTS A:00 X:33 Y:B9 P:27 SP:F9 PPU:273
D614  C8        INY A:00 X:33 Y:B9 P:27 SP:FB PPU:291
D615  A9 AA     LDA A:00 X:33 Y:BA P:A5 SP:FB PPU:297
D617  8D 78 06  STA A:AA X:33 Y:BA P:A5 SP:FB PPU:303
D61A  20 DF F7  JSR A:AA X:33 Y:BA P:A5 SP:FB PPU:315
F7DF  18        CLC A:AA X:33 Y:BA P:A5 SP:F9 PPU:333
F7E0  24 01     BIT A:AA X:33 Y:BA P:A4 SP:F9 PPU:339
F7E2  A9 55     LDA A:AA X:33 Y:BA P:E4 SP:F9 PPU:  7
F7E4  60        RTS A:55 X:33 Y:BA P:64 SP:F9 PPU: 13
D61D  2D 78 06  AND A:55 X:33 Y:BA P:64 SP:FB PPU: 31
D620  20 E5 F7  JSR A:00 X:33 Y:BA P:66 SP:FB PPU: 43
F7E5  D0 07     BNE A:00 X:33 Y:BA P:66 SP:F9 PPU: 61
F7E7  50 05     BVC A:00 X:33 Y:BA P:66 SP:F9 PPU: 67
F7E9  B0 03     BCS A:00 X:33 Y:BA P:66 SP:F9 PPU: 73
F7EB  30 01     BMI A:00 X:33 Y:BA P:66 SP:F9 PPU: 79
F7ED  60        RTS A:00 X:33 Y:BA P:66 SP:F9 PPU: 85
D623  C8        INY A:00 X:33 Y:BA P:66 SP:FB PPU:103
D624  A9 EF     LDA A:00 X:33 Y:BB P:E4 SP:FB PPU:109
D626  8D 78 06  STA A:EF X:33 Y:BB P:E4 SP:FB PPU:115
D629  20 F1 F7  JSR A:EF X:33 Y:BB P:E4 SP:FB PPU:127
F7F1  38        SEC A:EF X:33 Y:BB P:E4 SP:F9 PPU:145
F7F2  B8        CLV A:EF X:33 Y:BB P:E5 SP:F9 PPU:151
F7F3  A9 F8     LDA A:EF X:33 Y:BB P:A5 SP:F9 PPU:157
F7F5  60        RTS A:F8 X:33 Y:BB P:A5 SP:F9 PPU:163
D62C  2D 78 06  AND A:F8 X:33 Y:BB P:A5 SP:FB PPU:181
D62F  20 F6 F7  JSR A:E8 X:33 Y:BB P:A5 SP:FB PPU:193
F7F6  90 09     BCC A:E8 X:33 Y:BB P:A5 SP:F9 PPU:211
F7F8  10 07     BPL A:E8 X:33 Y:BB P:A5 SP:F9 PPU:217
F7FA  C9 E8     CMP A:E8 X:33 Y:BB P:A5 SP:F9 PPU:223
F7FC  D0 03     BNE A:E8 X:33 Y:BB P:27 SP:F9 PPU:229
F7FE  70 01     BVS A:E8 X:33 Y:BB P:27 SP:F9 PPU:235
F800  60        RTS A:E8 X:33 Y:BB P:27 SP:F9 PPU:241
D632  C8        INY A:E8 X:33 Y:BB P:27 SP:FB PPU:259
D633  A9 AA     LDA A:E8 X:33 Y:BC P:A5 SP:FB PPU:265
D635  8D 78 06  STA A:AA X:33 Y:BC P:A5 SP:FB PPU:271
D638  20 04 F8  JSR A:AA X:33 Y:BC P:A5 SP:FB PPU:283
F804  18        CLC A:AA X:33 Y:BC P:A5 SP:F9 PPU:301
F805  24 01     BIT A:AA X:33 Y:BC P:A4 SP:F9 PPU:307
F807  A9 5F     LDA A:AA X:33 Y:BC P:E4 SP:F9 PPU:316
F809  60        RTS A:5F X:33 Y:BC P:64 SP:F9 PPU:322
D63B  4D 78 06  EOR A:5F X:33 Y:BC P:64 SP:FB PPU:340
D63E  20 0A F8  JSR A:F5 X:33 Y:BC P:E4 SP:FB PPU: 11
F80A  B0 09     BCS A:F5 X:33 Y:BC P:E4 SP:F9 PPU: 29
F80C  10 07     BPL A:F5 X:33 Y:BC P:E4 SP:F9 PPU: 35
F80E  C9 F5     CMP A:F5 X:33 Y:BC P:E4 SP:F9 PPU: 41
F810  D0 03     BNE A:F5 X:33 Y:BC P:67 SP:F9 PPU: 47
F812  50 01     BVC A:F5 X:33 Y:BC P:67 SP:F9 PPU: 53
F814  60        RTS A:F5 X:33 Y:BC P:67 SP:F9 PPU: 59
D641  C8        INY A:F5 X:33 Y:BC P:67 SP:FB PPU: 77
D642  A9 70     LDA A:F5 X:33 Y:BD P:E5 SP:FB PPU: 83
D644  8D 78 06  STA A:70 X:33 Y:BD P:65 SP:FB PPU: 89
D647  20 18 F8  JSR A:70 X:33 Y:BD P:65 SP:FB PPU:101
F818  38        SEC A:70 X:33 Y:BD P:65 SP:F9 PPU:119
F819  B8        CLV A:70 X:33 Y:BD P:65 SP:F9 PPU:125
F81A  A9 70     LDA A:70 X:33 Y:BD P:25 SP:F9 PPU:131
F81C  60        RTS A:70 X:33 Y:BD P:25 SP:F9 PPU:137
D64A  4D 78 06  EOR A:70 X:33 Y:BD P:25 SP:FB PPU:155
D64D  20 1D F8  JSR A:00 X:33 Y:BD P:27 SP:FB PPU:167
F81D  D0 07     BNE A:00 X:33 Y:BD P:27 SP:F9 PPU:185
F81F  70 05     BVS A:00 X:33 Y:BD P:27 SP:F9 PPU:191
F821  90 03     BCC A:00 X:33 Y:BD P:27 SP:F9 PPU:197
F823  30 01     BMI A:00 X:33 Y:BD P:27 SP:F9 PPU:203
F825  60        RTS A:00 X:33 Y:BD P:27 SP:F9 PPU:209
D650  C8        INY A:00 X:33 Y:BD P:27 SP:FB PPU:227
D651  A9 69     LDA A:00 X:33 Y:BE P:A5 SP:FB PPU:233
D653  8D 78 06  STA A:69 X:33 Y:BE P:25 SP:FB PPU:239
D656  20 29 F8  JSR A:69 X:33 Y:BE P:25 SP:FB PPU:251
F829  18        CLC A:69 X:33 Y:BE P:25 SP:F9 PPU:269
F82A  24 01     BIT A:69 X:33 Y:BE P:24 SP:F9 PPU:275
F82C  A9 00     LDA A:69 X:33 Y:BE P:E4 SP:F9 PPU:284
F82E  60        RTS A:00 X:33 Y:BE P:66 SP:F9 PPU:290
D659  6D 78 06  ADC A:00 X:33 Y:BE P:66 SP:FB PPU:308
D65C  20 2F F8  JSR A:69 X:33 Y:BE P:24 SP:FB PPU:320
F82F  30 09     BMI A:69 X:33 Y:BE P:24 SP:F9 PPU:338
F831  B0 07     BCS A:69 X:33 Y:BE P:24 SP:F9 PPU:  3
F833  C9 69     CMP A:69 X:33 Y:BE P:24 SP:F9 PPU:  9
F835  D0 03     BNE A:69 X:33 Y:BE P:27 SP:F9 PPU: 15
F837  70 01     BVS A:69 X:33 Y:BE P:27 SP:F9 PPU: 21
F839  60        RTS A:69 X:33 Y:BE P:27 SP:F9 PPU: 27
D65F  C8        INY A:69 X:33 Y:BE P:27 SP:FB PPU: 45
D660  20 3D F8  JSR A:69 X:33 Y:BF P:A5 SP:FB PPU: 51
F83D  38        SEC A:69 X:33 Y:BF P:A5 SP:F9 PPU: 69
F83E  24 01     BIT A:69 X:33 Y:BF P:A5 SP:F9 PPU: 75
F840  A9 00     LDA A:69 X:33 Y:BF P:E5 SP:F9 PPU: 84
F842  60        RTS A:00 X:33 Y:BF P:67 SP:F9 PPU: 90
D663  6D 78 06  ADC A:00 X:33 Y:BF P:67 SP:FB PPU:108
D666  20 43 F8  JSR A:6A X:33 Y:BF P:24 SP:FB PPU:120
F843  30 09     BMI A:6A X:33 Y:BF P:24 SP:F9 PPU:138
F845  B0 07     BCS A:6A X:33 Y:BF P:24 SP:F9 PPU:144
F847  C9 6A     CMP A:6A X:33 Y:BF P:24 SP:F9 PPU:150
F849  D0 03     BNE A:6A X:33 Y:BF P:27 SP:F9 PPU:156
F84B  70 01     BVS A:6A X:33 Y:BF P:27 SP:F9 PPU:162
F84D  60        RTS A:6A X:33 Y:BF P:27 SP:F9 PPU:168
D669  C8        INY A:6A X:33 Y:BF P:27 SP:FB PPU:186
D66A  A9 7F     LDA A:6A X:33 Y:C0 P:A5 SP:FB PPU:192
D66C  8D 78 06  STA A:7F X:33 Y:C0 P:25 SP:FB PPU:198
D66F  20 51 F8  JSR A:7F X:33 Y:C0 P:25 SP:FB PPU:210
F851  38        SEC A:7F X:33 Y:C0 P:25 SP:F9 PPU:228
F852  B8        CLV A:7F X:33 Y:C0 P:25 SP:F9 PPU:234
F853  A9 7F     LDA A:7F X:33 Y:C0 P:25 SP:F9 PPU:240
F855  60        RTS A:7F X:33 Y:C0 P:25 SP:F9 PPU:246
D672  6D 78 06  ADC A:7F X:33 Y:C0 P:25 SP:FB PPU:264
D675  20 56 F8  JSR A:FF X:33 Y:C0 P:E4 SP:FB PPU:276
F856  10 09     BPL A:FF X:33 Y:C0 P:E4 SP:F9 PPU:294
F858  B0 07     BCS A:FF X:33 Y:C0 P:E4 SP:F9 PPU:300
F85A  C9 FF     CMP A:FF X:33 Y:C0 P:E4 SP:F9 PPU:306
F85C  D0 03     BNE A:FF X:33 Y:C0 P:67 SP:F9 PPU:312
F85E  50 01     BVC A:FF X:33 Y:C0 P:67 SP:F9 PPU:318
F860  60        RTS A:FF X:33 Y:C0 P:67 SP:F9 PPU:324
D678  C8        INY A:FF X:33 Y:C0 P:67 SP:FB PPU:  1
D679  A9 80     LDA A:FF X:33 Y:C1 P:E5 SP:FB PPU:  7
D67B  8D 78 06  STA A:80 X:33 Y:C1 P:E5 SP:FB PPU: 13
D67E  20 64 F8  JSR A:80 X:33 Y:C1 P:E5 SP:FB PPU: 25
F864  18        CLC A:80 X:33 Y:C1 P:E5 SP:F9 PPU: 43
F865  24 01     BIT A:80 X:33 Y:C1 P:E4 SP:F9 PPU: 49
F867  A9 7F     LDA A:80 X:33 Y:C1 P:E4 SP:F9 PPU: 58
F869  60        RTS A:7F X:33 Y:C1 P:64 SP:F9 PPU: 64
D681  6D 78 06  ADC A:7F X:33 Y:C1 P:64 SP:FB PPU: 82
D684  20 6A F8  JSR A:FF X:33 Y:C1 P:A4 SP:FB PPU: 94
F86A  10 09     BPL A:FF X:33 Y:C1 P:A4 SP:F9 PPU:112
F86C  B0 07     BCS A:FF X:33 Y:C1 P:A4 SP:F9 PPU:118
F86E  C9 FF     CMP A:FF X:33 Y:C1 P:A4 SP:F9 PPU:124
F870  D0 03     BNE A:FF X:33 Y:C1 P:27 SP:F9 PPU:130
F872  70 01     BVS A:FF X:33 Y:C1 P:27 SP:F9 PPU:136
F874  60        RTS A:FF X:33 Y:C1 P:27 SP:F9 PPU:142
D687  C8        INY A:FF X:33 Y:C1 P:27 SP:FB PPU:160
D688  20 78 F8  JSR A:FF X:33 Y:C2 P:A5 SP:FB PPU:166
F878  38        SEC A:FF X:33 Y:C2 P:A5 SP:F9 PPU:184
F879  B8        CLV A:FF X:33 Y:C2 P:A5 SP:F9 PPU:190
F87A  A9 7F     LDA A:FF X:33 Y:C2 P:A5 SP:F9 PPU:196
F87C  60        RTS A:7F X:33 Y:C2 P:25 SP:F9 PPU:202
D68B  6D 78 06  ADC A:7F X:33 Y:C2 P:25 SP:FB PPU:220
D68E  20 7D F8  JSR A:00 X:33 Y:C2 P:27 SP:FB PPU:232
F87D  D0 07     BNE A:00 X:33 Y:C2 P:27 SP:F9 PPU:250
F87F  30 05     BMI A:00 X:33 Y:C2 P:27 SP:F9 PPU:256
F881  70 03     BVS A:00 X:33 Y:C2 P:27 SP:F9 PPU:262
F883  90 01     BCC A:00 X:33 Y:C2 P:27 SP:F9 PPU:268
F885  60        RTS A:00 X:33 Y:C2 P:27 SP:F9 PPU:274
D691  C8        INY A:00 X:33 Y:C2 P:27 SP:FB PPU:292
D692  A9 40     LDA A:00 X:33 Y:C3 P:A5 SP:FB PPU:298
D694  8D 78 06  STA A:40 X:33 Y:C3 P:25 SP:FB PPU:304
D697  20 89 F8  JSR A:40 X:33 Y:C3 P:25 SP:FB PPU:316
F889  24 01     BIT A:40 X:33 Y:C3 P:25 SP:F9 PPU:334
F88B  A9 40     LDA A:40 X:33 Y:C3 P:E5 SP:F9 PPU:  2
F88D  60        RTS A:40 X:33 Y:C3 P:65 SP:F9 PPU:  8
D69A  CD 78 06  CMP A:40 X:33 Y:C3 P:65 SP:FB PPU: 26
D69D  20 8E F8  JSR A:40 X:33 Y:C3 P:67 SP:FB PPU: 38
F88E  30 07     BMI A:40 X:33 Y:C3 P:67 SP:F9 PPU: 56
F890  90 05     BCC A:40 X:33 Y:C3 P:67 SP:F9 PPU: 62
F892  D0 03     BNE A:40 X:33 Y:C3 P:67 SP:F9 PPU: 68
F894  50 01     BVC A:40 X:33 Y:C3 P:67 SP:F9 PPU: 74
F896  60        RTS A:40 X:33 Y:C3 P:67 SP:F9 PPU: 80
D6A0  C8        INY A:40 X:33 Y:C3 P:67 SP:FB PPU: 98
D6A1  48        PHA A:40 X:33 Y:C4 P:E5 SP:FB PPU:104
D6A2  A9 3F     LDA A:40 X:33 Y:C4 P:E5 SP:FA PPU:113
D6A4  8D 78 06  STA A:3F X:33 Y:C4 P:65 SP:FA PPU:119
D6A7  68        PLA A:3F X:33 Y:C4 P:65 SP:FA PPU:131
D6A8  20 9A F8  JSR A:40 X:33 Y:C4 P:65 SP:FB PPU:143
F89A  B8        CLV A:40 X:33 Y:C4 P:65 SP:F9 PPU:161
F89B  60        RTS A:40 X:33 Y:C4 P:25 SP:F9 PPU:167
D6AB  CD 78 06  CMP A:40 X:33 Y:C4 P:25 SP:FB PPU:185
D6AE  20 9C F8  JSR A:40 X:33 Y:C4 P:25 SP:FB PPU:197
F89C  F0 07     BEQ A:40 X:33 Y:C4 P:25 SP:F9 PPU:215
F89E  30 05     BMI A:40 X:33 Y:C4 P:25 SP:F9 PPU:221
